plan_id,user_id,subscription_date,expiration_date
14012,4239,2021-07-02,2022-07-02
14013,4240,2021-08-22,2022-08-22
14014,4241,2021-10-01,2022-10-01
14015,4242,2021-12-15,2022-12-15
14016,4243,2021-08-16,2022-08-16
14017,4244,2021-12-17,2022-12-17
14018,4245,2021-06-27,2022-06-27
14019,4246,2021-01-12,2022-01-12
14020,4247,2021-06-15,2022-06-15
14021,4249,2021-02-16,2022-02-16
14022,4250,2021-03-20,2022-03-20
14023,4251,2021-03-06,2022-03-06
14024,4252,2021-10-14,2022-10-14
14025,4253,2021-10-21,2022-10-21
14026,4254,2021-11-15,2022-11-15
14027,4255,2021-11-18,2022-11-18
14028,4256,2021-11-29,2022-11-29
14029,4257,2021-12-10,2022-12-10
14030,4259,2021-01-31,2022-01-31
14031,4260,2021-07-18,2022-07-18
14032,4261,2021-09-28,2022-09-28
14033,4262,2021-11-11,2022-11-11
14034,4263,2021-09-16,2022-09-16
14035,4264,2021-08-21,2022-08-21
14036,4265,2021-11-29,2022-11-29
14037,4267,2021-08-16,2022-08-16
14038,4268,2021-09-12,2022-09-12
14039,4269,2021-11-22,2022-11-22
14040,4270,2021-07-10,2022-07-10
14041,4271,2021-09-24,2022-09-24
14042,4272,2021-12-08,2022-12-08
14043,4273,2021-09-30,2022-09-30
14044,4274,2021-12-24,2022-12-24
14045,4276,2021-09-21,2022-09-21
14046,4277,2021-10-06,2022-10-06
14047,4278,2021-07-09,2022-07-09
14048,4279,2021-02-23,2022-02-23
14049,4280,2021-11-17,2022-11-17
14050,4281,2021-10-10,2022-10-10
14051,4282,2021-11-11,2022-11-11
14052,4283,2021-11-04,2022-11-04
14053,4284,2021-10-13,2022-10-13
14054,4285,2021-10-22,2022-10-22
14055,4286,2021-09-29,2022-09-29
14056,4287,2021-10-27,2022-10-27
14057,4288,2021-09-07,2022-09-07
14058,4289,2021-12-18,2022-12-18
14059,4291,2021-12-22,2022-12-22
14060,4292,2021-01-19,2022-01-19
14061,4293,2021-12-02,2022-12-02
14062,4294,2021-08-05,2022-08-05
14063,4295,2021-12-23,2022-12-23
14064,4296,2021-11-19,2022-11-19
14065,4297,2021-08-17,2022-08-17
14066,4298,2021-01-06,2022-01-06
14067,4299,2021-11-05,2022-11-05
14068,4300,2021-11-06,2022-11-06
14069,4302,2021-10-07,2022-10-07
14070,4303,2021-11-04,2022-11-04
14071,4305,2021-08-30,2022-08-30
14072,4307,2021-10-11,2022-10-11
14073,4308,2021-08-05,2022-08-05
14074,4309,2021-09-29,2022-09-29
14075,4310,2021-09-23,2022-09-23
14076,4311,2021-01-10,2022-01-10
14077,4312,2021-09-27,2022-09-27
14078,4313,2021-09-09,2022-09-09
14079,4314,2021-11-26,2022-11-26
14080,4316,2021-02-16,2022-02-16
14081,4317,2021-02-27,2022-02-27
14082,4318,2021-12-31,2022-12-31
14083,4319,2021-09-28,2022-09-28
14084,4320,2021-10-25,2022-10-25
14085,4321,2021-12-10,2022-12-10
14086,4322,2021-05-21,2022-05-21
14087,4323,2021-12-25,2022-12-25
14088,4324,2021-04-03,2022-04-03
14089,4325,2021-11-23,2022-11-23
14090,4326,2021-10-16,2022-10-16
14091,4327,2021-12-13,2022-12-13
14092,4328,2021-11-04,2022-11-04
14093,4329,2021-07-30,2022-07-30
14094,4330,2021-10-29,2022-10-29
14095,4331,2021-09-19,2022-09-19
14096,4332,2021-11-21,2022-11-21
14097,4333,2021-09-10,2022-09-10
14098,4334,2021-10-23,2022-10-23
14099,4335,2021-05-09,2022-05-09
14100,4336,2021-12-16,2022-12-16
14101,4338,2021-10-07,2022-10-07
14102,4339,2021-09-27,2022-09-27
14103,4340,2021-12-25,2022-12-25
14104,4341,2021-10-22,2022-10-22
14105,4342,2021-02-03,2022-02-03
14106,4343,2021-11-11,2022-11-11
14107,4344,2021-10-10,2022-10-10
14108,4345,2021-10-20,2022-10-20
14109,4346,2021-06-07,2022-06-07
14110,4347,2021-06-06,2022-06-06
14111,4348,2021-11-16,2022-11-16
14112,4349,2021-10-24,2022-10-24
14113,4350,2021-08-17,2022-08-17
14114,4351,2021-11-23,2022-11-23
14115,4352,2021-01-08,2022-01-08
14116,4353,2021-08-16,2022-08-16
14117,4354,2021-12-15,2022-12-15
14118,4355,2021-08-18,2022-08-18
14119,4356,2021-11-22,2022-11-22
14120,4357,2021-11-06,2022-11-06
14121,4358,2021-10-27,2022-10-27
14122,4359,2021-04-21,2022-04-21
14123,4360,2021-06-22,2022-06-22
14124,4361,2021-11-12,2022-11-12
14125,4362,2021-11-16,2022-11-16
14126,4363,2021-12-14,2022-12-14
14127,4364,2021-08-10,2022-08-10
14128,4366,2021-09-13,2022-09-13
14129,4367,2021-07-25,2022-07-25
14130,4368,2021-08-27,2022-08-27
14131,4369,2021-03-25,2022-03-25
14132,4370,2021-08-09,2022-08-09
14133,4371,2021-03-07,2022-03-07
14134,4372,2021-08-18,2022-08-18
14135,4373,2021-10-09,2022-10-09
14136,4374,2021-11-26,2022-11-26
14137,4375,2021-08-12,2022-08-12
14138,4376,2021-08-31,2022-08-31
14139,4377,2021-11-08,2022-11-08
14140,4379,2021-10-24,2022-10-24
14141,4380,2021-11-16,2022-11-16
14142,4381,2021-09-10,2022-09-10
14143,4382,2021-10-09,2022-10-09
14144,4383,2021-09-09,2022-09-09
14145,4384,2021-08-03,2022-08-03
14146,4385,2021-10-10,2022-10-10
14147,4386,2021-11-16,2022-11-16
14148,4387,2021-10-03,2022-10-03
14149,4388,2021-05-04,2022-05-04
14150,4389,2021-12-30,2022-12-30
14151,4390,2021-12-22,2022-12-22
14152,4391,2021-04-12,2022-04-12
14153,4392,2021-12-19,2022-12-19
14154,4394,2021-10-04,2022-10-04
14155,4395,2021-08-13,2022-08-13
14156,4396,2021-09-06,2022-09-06
14157,4397,2021-11-27,2022-11-27
14158,4398,2021-12-17,2022-12-17
14159,4399,2021-08-28,2022-08-28
14160,4400,2021-12-08,2022-12-08
14161,4401,2021-07-01,2022-07-01
14162,4402,2021-06-14,2022-06-14
14163,4403,2021-12-10,2022-12-10
14164,4404,2021-12-19,2022-12-19
14165,4405,2021-11-17,2022-11-17
14166,4406,2021-06-26,2022-06-26
14167,4407,2021-08-27,2022-08-27
14168,4408,2021-12-24,2022-12-24
14169,4409,2021-10-01,2022-10-01
14170,4410,2021-11-14,2022-11-14
14171,4411,2021-08-02,2022-08-02
14172,4412,2021-09-23,2022-09-23
14173,4413,2021-03-27,2022-03-27
14174,4414,2021-09-23,2022-09-23
14175,4415,2021-08-22,2022-08-22
14176,4416,2021-12-29,2022-12-29
14177,4417,2021-12-18,2022-12-18
14178,4418,2021-02-23,2022-02-23
14179,4421,2021-09-02,2022-09-02
14180,4422,2021-09-20,2022-09-20
14181,4423,2021-09-27,2022-09-27
14182,4424,2021-04-19,2022-04-19
14183,4425,2021-12-07,2022-12-07
14184,4426,2021-03-25,2022-03-25
14185,4427,2021-10-15,2022-10-15
14186,4428,2021-10-04,2022-10-04
14187,4429,2021-10-02,2022-10-02
14188,4430,2021-11-11,2022-11-11
14189,4431,2021-11-17,2022-11-17
14190,4432,2021-12-12,2022-12-12
14191,4433,2021-12-19,2022-12-19
14192,4434,2021-03-10,2022-03-10
14193,4436,2021-09-10,2022-09-10
14194,4437,2021-10-04,2022-10-04
14195,4438,2021-07-14,2022-07-14
14196,4439,2021-08-31,2022-08-31
14197,4440,2021-08-29,2022-08-29
14198,4441,2021-11-08,2022-11-08
14199,4442,2021-05-11,2022-05-11
14200,4443,2021-03-25,2022-03-25
14201,4444,2021-10-26,2022-10-26
14202,4445,2021-10-11,2022-10-11
14203,4446,2021-08-18,2022-08-18
14204,4447,2021-08-17,2022-08-17
14205,4448,2021-06-30,2022-06-30
14206,4449,2021-08-25,2022-08-25
14207,4450,2021-06-28,2022-06-28
14208,4451,2021-11-14,2022-11-14
14209,4452,2021-11-03,2022-11-03
14210,4453,2021-05-10,2022-05-10
14211,4454,2021-10-09,2022-10-09
14212,4455,2021-09-03,2022-09-03
14213,4456,2021-10-06,2022-10-06
14214,4457,2021-12-20,2022-12-20
14215,4458,2021-03-23,2022-03-23
14216,4459,2021-09-19,2022-09-19
14217,4460,2021-10-03,2022-10-03
14218,4461,2021-01-25,2022-01-25
14219,4463,2021-12-01,2022-12-01
14220,4464,2021-04-09,2022-04-09
14221,4465,2021-09-16,2022-09-16
14222,4466,2021-09-24,2022-09-24
14223,4467,2021-03-22,2022-03-22
14224,4468,2021-11-25,2022-11-25
14225,4469,2021-09-01,2022-09-01
14226,4470,2021-12-22,2022-12-22
14227,4471,2021-11-29,2022-11-29
14228,4472,2021-09-16,2022-09-16
14229,4473,2021-08-27,2022-08-27
14230,4474,2021-05-22,2022-05-22
14231,4475,2021-10-01,2022-10-01
14232,4476,2021-08-23,2022-08-23
14233,4477,2021-11-14,2022-11-14
14234,4478,2021-09-30,2022-09-30
14235,4479,2021-11-05,2022-11-05
14236,4480,2021-06-16,2022-06-16
14237,4481,2021-10-01,2022-10-01
14238,4482,2021-08-27,2022-08-27
14239,4483,2021-08-31,2022-08-31
14240,4484,2021-10-08,2022-10-08
14241,4485,2021-09-26,2022-09-26
14242,4486,2021-12-08,2022-12-08
14243,4487,2021-09-13,2022-09-13
14244,4488,2021-08-03,2022-08-03
14245,4489,2021-10-07,2022-10-07
14246,4490,2021-12-22,2022-12-22
14247,4491,2021-12-15,2022-12-15
14248,4492,2021-02-21,2022-02-21
14249,4493,2021-10-12,2022-10-12
14250,4494,2021-12-30,2022-12-30
14251,4495,2021-12-16,2022-12-16
14252,4496,2021-08-21,2022-08-21
14253,4497,2021-09-19,2022-09-19
14254,4498,2021-09-10,2022-09-10
14255,4499,2021-09-03,2022-09-03
14256,4500,2021-09-23,2022-09-23
14257,4502,2021-11-29,2022-11-29
14258,4503,2021-09-23,2022-09-23
14259,4504,2021-11-15,2022-11-15
14260,4505,2021-08-09,2022-08-09
14261,4506,2021-09-27,2022-09-27
14262,4507,2021-09-25,2022-09-25
14263,4508,2021-10-13,2022-10-13
14264,4509,2021-12-04,2022-12-04
14265,4510,2021-11-30,2022-11-30
14266,4511,2021-12-29,2022-12-29
14267,4512,2021-11-23,2022-11-23
14268,4513,2021-11-18,2022-11-18
14269,4514,2021-09-08,2022-09-08
14270,4515,2021-10-28,2022-10-28
14271,4516,2021-09-08,2022-09-08
14272,4517,2021-09-26,2022-09-26
14273,4518,2021-08-09,2022-08-09
14274,4519,2021-10-16,2022-10-16
14275,4520,2021-10-10,2022-10-10
14276,4521,2021-11-16,2022-11-16
14277,4522,2021-07-17,2022-07-17
14278,4523,2021-07-12,2022-07-12
14279,4524,2021-09-19,2022-09-19
14280,4525,2021-10-25,2022-10-25
14281,4526,2021-04-29,2022-04-29
14282,4527,2021-10-18,2022-10-18
14283,4528,2021-10-24,2022-10-24
14284,4529,2021-11-22,2022-11-22
14285,4530,2021-12-13,2022-12-13
14286,4531,2021-06-27,2022-06-27
14287,4532,2021-12-16,2022-12-16
14288,4533,2021-09-28,2022-09-28
14289,4534,2021-09-29,2022-09-29
14290,4535,2021-09-10,2022-09-10
14291,4536,2021-08-31,2022-08-31
14292,4537,2021-08-11,2022-08-11
14293,4538,2021-09-05,2022-09-05
14294,4539,2021-08-25,2022-08-25
14295,4540,2021-11-27,2022-11-27
14296,4541,2021-12-11,2022-12-11
14297,4542,2021-11-04,2022-11-04
14298,4543,2021-09-01,2022-09-01
14299,4544,2021-08-09,2022-08-09
14300,4545,2021-11-20,2022-11-20
14301,4546,2021-10-31,2022-10-31
14302,4547,2021-10-05,2022-10-05
14303,4548,2021-02-01,2022-02-01
14304,4549,2021-07-25,2022-07-25
14305,4550,2021-12-08,2022-12-08
14306,4551,2021-05-12,2022-05-12
14307,4552,2021-08-30,2022-08-30
14308,4553,2021-01-03,2022-01-03
14309,4554,2021-06-14,2022-06-14
14310,4555,2021-01-25,2022-01-25
14311,4557,2021-08-12,2022-08-12
14312,4558,2021-09-21,2022-09-21
14313,4559,2021-11-05,2022-11-05
14314,4560,2021-10-17,2022-10-17
14315,4561,2021-01-09,2022-01-09
14316,4562,2021-05-18,2022-05-18
14317,4563,2021-11-29,2022-11-29
14318,4564,2021-10-11,2022-10-11
14319,4565,2021-08-25,2022-08-25
14320,4566,2021-09-18,2022-09-18
14321,4567,2021-11-22,2022-11-22
14322,4568,2021-01-16,2022-01-16
14323,4569,2021-10-07,2022-10-07
14324,4570,2021-10-11,2022-10-11
14325,4571,2021-04-22,2022-04-22
14326,4572,2021-10-04,2022-10-04
14327,4573,2021-10-20,2022-10-20
14328,4574,2021-12-29,2022-12-29
14329,4575,2021-09-26,2022-09-26
14330,4576,2021-08-26,2022-08-26
14331,4577,2021-12-28,2022-12-28
14332,4578,2021-11-09,2022-11-09
14333,4579,2021-08-06,2022-08-06
14334,4580,2021-05-09,2022-05-09
14335,4581,2021-10-10,2022-10-10
14336,4582,2021-07-22,2022-07-22
14337,4583,2021-05-27,2022-05-27
14338,4584,2021-10-05,2022-10-05
14339,4585,2021-04-15,2022-04-15
14340,4587,2021-08-22,2022-08-22
14341,4588,2021-07-09,2022-07-09
14342,4589,2021-08-22,2022-08-22
14343,4590,2021-09-20,2022-09-20
14344,4591,2021-12-04,2022-12-04
14345,4592,2021-11-07,2022-11-07
14346,4593,2021-11-12,2022-11-12
14347,4594,2021-09-12,2022-09-12
14348,4595,2021-07-31,2022-07-31
14349,4596,2021-12-28,2022-12-28
14350,4597,2021-05-12,2022-05-12
14351,4598,2021-07-06,2022-07-06
14352,4599,2021-09-21,2022-09-21
14353,4600,2021-09-04,2022-09-04
14354,4601,2021-10-31,2022-10-31
14355,4602,2021-04-02,2022-04-02
14356,4603,2021-08-22,2022-08-22
14357,4604,2021-03-14,2022-03-14
14358,4605,2021-07-25,2022-07-25
14359,4606,2021-07-01,2022-07-01
14360,4607,2021-07-23,2022-07-23
14361,4608,2021-12-10,2022-12-10
14362,4609,2021-11-27,2022-11-27
14363,4610,2021-08-10,2022-08-10
14364,4611,2021-10-23,2022-10-23
14365,4612,2021-12-09,2022-12-09
14366,4613,2021-08-17,2022-08-17
14367,4614,2021-11-01,2022-11-01
14368,4615,2021-09-04,2022-09-04
14369,4616,2021-08-07,2022-08-07
14370,4617,2021-10-08,2022-10-08
14371,4618,2021-08-30,2022-08-30
14372,4619,2021-07-25,2022-07-25
14373,4620,2021-11-16,2022-11-16
14374,4621,2021-09-03,2022-09-03
14375,4622,2021-04-03,2022-04-03
14376,4623,2021-12-31,2022-12-31
14377,4624,2021-08-03,2022-08-03
14378,4625,2021-12-13,2022-12-13
14379,4626,2021-08-06,2022-08-06
14380,4627,2021-12-10,2022-12-10
14381,4628,2021-08-26,2022-08-26
14382,4629,2021-09-13,2022-09-13
14383,4631,2021-09-22,2022-09-22
14384,4632,2021-04-21,2022-04-21
14385,4633,2021-08-01,2022-08-01
14386,4634,2021-08-16,2022-08-16
14387,4635,2021-09-26,2022-09-26
14388,4636,2021-08-03,2022-08-03
14389,4637,2021-09-29,2022-09-29
14390,4638,2021-08-01,2022-08-01
14391,4639,2021-09-03,2022-09-03
14392,4640,2021-09-30,2022-09-30
14393,4641,2021-11-28,2022-11-28
14394,4642,2021-09-15,2022-09-15
14395,4643,2021-12-12,2022-12-12
14396,4644,2021-02-23,2022-02-23
14397,4645,2021-09-25,2022-09-25
14398,4646,2021-11-17,2022-11-17
14399,4647,2021-08-07,2022-08-07
14400,4648,2021-11-20,2022-11-20
14401,4649,2021-10-23,2022-10-23
14402,4650,2021-12-11,2022-12-11
14403,4651,2021-11-12,2022-11-12
14404,4652,2021-09-14,2022-09-14
14405,4653,2021-10-31,2022-10-31
14406,4654,2021-09-13,2022-09-13
14407,4655,2021-12-07,2022-12-07
14408,4656,2021-11-03,2022-11-03
14409,4658,2021-12-14,2022-12-14
14410,4659,2021-10-25,2022-10-25
14411,4660,2021-12-08,2022-12-08
14412,4661,2021-12-13,2022-12-13
14413,4662,2021-10-24,2022-10-24
14414,4663,2021-09-27,2022-09-27
14415,4664,2021-08-01,2022-08-01
14416,4665,2021-09-08,2022-09-08
14417,4666,2021-11-09,2022-11-09
14418,4667,2021-07-25,2022-07-25
14419,4668,2021-08-23,2022-08-23
14420,4669,2021-10-22,2022-10-22
14421,4670,2021-04-11,2022-04-11
14422,4671,2021-07-23,2022-07-23
14423,4672,2021-08-16,2022-08-16
14424,4673,2021-11-16,2022-11-16
14425,4674,2021-09-16,2022-09-16
14426,4676,2021-02-10,2022-02-10
14427,4677,2021-09-16,2022-09-16
14428,4678,2021-08-07,2022-08-07
14429,4679,2021-08-23,2022-08-23
14430,4680,2021-10-06,2022-10-06
14431,4681,2021-06-06,2022-06-06
14432,4682,2021-04-24,2022-04-24
14433,4683,2021-12-14,2022-12-14
14434,4684,2021-05-08,2022-05-08
14435,4685,2021-08-23,2022-08-23
14436,4686,2021-11-02,2022-11-02
14437,4688,2021-05-04,2022-05-04
14438,4689,2021-08-20,2022-08-20
14439,4690,2021-06-03,2022-06-03
14440,4691,2021-12-16,2022-12-16
14441,4692,2021-06-29,2022-06-29
14442,4694,2021-12-13,2022-12-13
14443,4695,2021-10-14,2022-10-14
14444,4696,2021-05-29,2022-05-29
14445,4698,2021-08-13,2022-08-13
14446,4699,2021-09-17,2022-09-17
14447,4700,2021-10-17,2022-10-17
14448,4701,2021-10-13,2022-10-13
14449,4702,2021-12-16,2022-12-16
14450,4703,2021-07-31,2022-07-31
14451,4704,2021-12-28,2022-12-28
14452,4705,2021-11-18,2022-11-18
14453,4706,2021-09-30,2022-09-30
14454,4707,2021-09-13,2022-09-13
14455,4708,2021-11-15,2022-11-15
14456,4709,2021-10-15,2022-10-15
14457,4710,2021-12-26,2022-12-26
14458,4711,2021-03-24,2022-03-24
14459,4712,2021-09-16,2022-09-16
14460,4714,2021-10-25,2022-10-25
14461,4715,2021-06-13,2022-06-13
14462,4716,2021-11-24,2022-11-24
14463,4717,2021-07-18,2022-07-18
14464,4718,2021-12-17,2022-12-17
14465,4719,2021-08-23,2022-08-23
14466,4720,2021-06-07,2022-06-07
14467,4721,2021-03-11,2022-03-11
14468,4722,2021-09-22,2022-09-22
14469,4723,2021-03-27,2022-03-27
14470,4724,2021-09-05,2022-09-05
14471,4725,2021-11-18,2022-11-18
14472,4726,2021-02-21,2022-02-21
14473,4727,2021-05-06,2022-05-06
14474,4728,2021-09-10,2022-09-10
14475,4729,2021-12-05,2022-12-05
14476,4730,2021-09-15,2022-09-15
14477,4731,2021-12-29,2022-12-29
14478,4732,2021-10-20,2022-10-20
14479,4733,2021-03-07,2022-03-07
14480,4734,2021-05-06,2022-05-06
14481,4735,2021-03-26,2022-03-26
14482,4736,2021-09-06,2022-09-06
14483,4737,2021-02-17,2022-02-17
14484,4738,2021-02-14,2022-02-14
14485,4739,2021-03-09,2022-03-09
14486,4740,2021-11-17,2022-11-17
14487,4741,2021-08-13,2022-08-13
14488,4742,2021-12-13,2022-12-13
14489,4743,2021-11-13,2022-11-13
14490,4744,2021-10-27,2022-10-27
14491,4745,2021-09-11,2022-09-11
14492,4746,2021-04-13,2022-04-13
14493,4747,2021-08-20,2022-08-20
14494,4748,2021-09-03,2022-09-03
14495,4749,2021-11-10,2022-11-10
14496,4750,2021-09-16,2022-09-16
14497,4751,2021-08-10,2022-08-10
14498,4752,2021-12-02,2022-12-02
14499,4753,2021-03-20,2022-03-20
14500,4754,2021-12-31,2022-12-31
14501,4755,2021-09-03,2022-09-03
14502,4756,2021-08-25,2022-08-25
14503,4757,2021-12-19,2022-12-19
14504,4758,2021-04-22,2022-04-22
14505,4760,2021-02-05,2022-02-05
14506,4761,2021-12-27,2022-12-27
14507,4762,2021-08-24,2022-08-24
14508,4763,2021-10-11,2022-10-11
14509,4764,2021-10-08,2022-10-08
14510,4765,2021-11-12,2022-11-12
14511,4766,2021-01-08,2022-01-08
14512,4767,2021-09-07,2022-09-07
14513,4768,2021-01-15,2022-01-15
14514,4769,2021-11-20,2022-11-20
14515,4770,2021-08-10,2022-08-10
14516,4771,2021-02-15,2022-02-15
14517,4772,2021-07-03,2022-07-03
14518,4773,2021-08-11,2022-08-11
14519,4774,2021-03-29,2022-03-29
14520,4775,2021-01-01,2022-01-01
14521,4776,2021-11-07,2022-11-07
14522,4777,2021-11-25,2022-11-25
14523,4778,2021-08-03,2022-08-03
14524,4779,2021-12-10,2022-12-10
14525,4780,2021-07-29,2022-07-29
14526,4781,2021-11-15,2022-11-15
14527,4782,2021-12-09,2022-12-09
14528,4783,2021-09-25,2022-09-25
14529,4784,2021-08-31,2022-08-31
14530,4785,2021-04-06,2022-04-06
14531,4786,2021-12-14,2022-12-14
14532,4787,2021-08-09,2022-08-09
14533,4789,2021-11-24,2022-11-24
14534,4790,2021-09-09,2022-09-09
14535,4791,2021-12-31,2022-12-31
14536,4792,2021-01-28,2022-01-28
14537,4793,2021-08-28,2022-08-28
14538,4794,2021-12-04,2022-12-04
14539,4795,2021-10-14,2022-10-14
14540,4796,2021-11-13,2022-11-13
14541,4797,2021-08-15,2022-08-15
14542,4798,2021-08-07,2022-08-07
14543,4799,2021-10-25,2022-10-25
14544,4801,2021-11-27,2022-11-27
14545,4802,2021-10-25,2022-10-25
14546,4803,2021-02-04,2022-02-04
14547,4804,2021-11-30,2022-11-30
14548,4805,2021-10-06,2022-10-06
14549,4806,2021-08-31,2022-08-31
14550,4807,2021-08-13,2022-08-13
14551,4808,2021-02-11,2022-02-11
14552,4809,2021-12-15,2022-12-15
14553,4810,2021-11-25,2022-11-25
14554,4811,2021-10-17,2022-10-17
14555,4812,2021-12-04,2022-12-04
14556,4813,2021-11-10,2022-11-10
14557,4815,2021-11-15,2022-11-15
14558,4816,2021-10-26,2022-10-26
14559,4818,2021-12-31,2022-12-31
14560,4819,2021-09-28,2022-09-28
14561,4820,2021-09-14,2022-09-14
14562,4821,2021-10-02,2022-10-02
14563,4822,2021-09-16,2022-09-16
14564,4823,2021-08-10,2022-08-10
14565,4824,2021-06-02,2022-06-02
14566,4825,2021-02-24,2022-02-24
14567,4826,2021-10-01,2022-10-01
14568,4827,2021-10-31,2022-10-31
14569,4828,2021-04-03,2022-04-03
14570,4829,2021-03-22,2022-03-22
14571,4830,2021-08-23,2022-08-23
14572,4831,2021-09-02,2022-09-02
14573,4832,2021-10-05,2022-10-05
14574,4833,2021-08-07,2022-08-07
14575,4834,2021-04-18,2022-04-18
14576,4835,2021-04-13,2022-04-13
14577,4836,2021-08-01,2022-08-01
14578,4837,2021-10-31,2022-10-31
14579,4838,2021-08-22,2022-08-22
14580,4839,2021-09-06,2022-09-06
14581,4840,2021-10-06,2022-10-06
14582,4841,2021-11-22,2022-11-22
14583,4842,2021-12-08,2022-12-08
14584,4843,2021-12-26,2022-12-26
14585,4845,2021-08-20,2022-08-20
14586,4846,2021-08-19,2022-08-19
14587,4847,2021-12-18,2022-12-18
14588,4848,2021-02-25,2022-02-25
14589,4849,2021-05-03,2022-05-03
14590,4850,2021-09-19,2022-09-19
14591,4851,2021-10-09,2022-10-09
14592,4852,2021-09-29,2022-09-29
14593,4853,2021-05-24,2022-05-24
14594,4854,2021-09-22,2022-09-22
14595,4855,2021-07-04,2022-07-04
14596,4856,2021-09-16,2022-09-16
14597,4857,2021-11-23,2022-11-23
14598,4858,2021-12-02,2022-12-02
14599,4859,2021-12-16,2022-12-16
14600,4860,2021-02-09,2022-02-09
14601,4861,2021-10-31,2022-10-31
14602,4862,2021-08-13,2022-08-13
14603,4863,2021-09-26,2022-09-26
14604,4864,2021-05-03,2022-05-03
14605,4865,2021-08-03,2022-08-03
14606,4866,2021-11-20,2022-11-20
14607,4867,2021-12-21,2022-12-21
14608,4868,2021-01-04,2022-01-04
14609,4869,2021-12-05,2022-12-05
14610,4870,2021-08-03,2022-08-03
14611,4871,2021-12-17,2022-12-17
14612,4872,2021-10-28,2022-10-28
14613,4873,2021-06-19,2022-06-19
14614,4874,2021-12-07,2022-12-07
14615,4875,2021-11-09,2022-11-09
14616,4876,2021-06-08,2022-06-08
14617,4877,2021-10-06,2022-10-06
14618,4878,2021-12-24,2022-12-24
14619,4879,2021-10-27,2022-10-27
14620,4880,2021-01-08,2022-01-08
14621,4881,2021-08-15,2022-08-15
14622,4883,2021-10-13,2022-10-13
14623,4884,2021-08-26,2022-08-26
14624,4885,2021-04-07,2022-04-07
14625,4886,2021-12-19,2022-12-19
14626,4887,2021-11-27,2022-11-27
14627,4888,2021-12-09,2022-12-09
14628,4889,2021-10-14,2022-10-14
14629,4890,2021-11-11,2022-11-11
14630,4891,2021-11-21,2022-11-21
14631,4893,2021-09-26,2022-09-26
14632,4894,2021-11-19,2022-11-19
14633,4895,2021-01-15,2022-01-15
14634,4896,2021-03-23,2022-03-23
14635,4897,2021-09-11,2022-09-11
14636,4898,2021-05-10,2022-05-10
14637,4899,2021-09-27,2022-09-27
14638,4901,2021-10-30,2022-10-30
14639,4902,2021-10-23,2022-10-23
14640,4903,2021-04-03,2022-04-03
14641,4904,2021-06-11,2022-06-11
14642,4905,2021-07-30,2022-07-30
14643,4906,2021-11-27,2022-11-27
14644,4907,2021-10-20,2022-10-20
14645,4908,2021-12-25,2022-12-25
14646,4909,2021-08-24,2022-08-24
14647,4910,2021-09-21,2022-09-21
14648,4911,2021-11-05,2022-11-05
14649,4913,2021-10-21,2022-10-21
14650,4914,2021-09-08,2022-09-08
14651,4915,2021-05-27,2022-05-27
14652,4916,2021-11-21,2022-11-21
14653,4917,2021-03-06,2022-03-06
14654,4918,2021-01-23,2022-01-23
14655,4919,2021-12-28,2022-12-28
14656,4920,2021-08-11,2022-08-11
14657,4921,2021-08-03,2022-08-03
14658,4922,2021-10-27,2022-10-27
14659,4923,2021-12-11,2022-12-11
14660,4924,2021-07-16,2022-07-16
14661,4925,2021-12-31,2022-12-31
14662,4926,2021-09-18,2022-09-18
14663,4927,2021-12-19,2022-12-19
14664,4928,2021-01-27,2022-01-27
14665,4929,2021-08-21,2022-08-21
14666,4930,2021-09-19,2022-09-19
14667,4931,2021-03-26,2022-03-26
14668,4932,2021-12-12,2022-12-12
14669,4933,2021-12-22,2022-12-22
14670,4934,2021-10-13,2022-10-13
14671,4935,2021-10-26,2022-10-26
14672,4937,2021-08-16,2022-08-16
14673,4938,2021-08-17,2022-08-17
14674,4939,2021-09-16,2022-09-16
14675,4940,2021-08-17,2022-08-17
14676,4941,2021-08-06,2022-08-06
14677,4942,2021-11-10,2022-11-10
14678,4943,2021-07-17,2022-07-17
14679,4944,2021-02-20,2022-02-20
14680,4945,2021-08-19,2022-08-19
14681,4946,2021-11-04,2022-11-04
14682,4947,2021-09-03,2022-09-03
14683,4948,2021-10-12,2022-10-12
14684,4949,2021-07-18,2022-07-18
14685,4950,2021-10-17,2022-10-17
14686,4951,2021-04-07,2022-04-07
14687,4953,2021-07-27,2022-07-27
14688,4954,2021-03-12,2022-03-12
14689,4955,2021-10-21,2022-10-21
14690,4956,2021-11-27,2022-11-27
14691,4957,2021-03-05,2022-03-05
14692,4958,2021-12-05,2022-12-05
14693,4959,2021-11-01,2022-11-01
14694,4960,2021-12-10,2022-12-10
14695,4961,2021-06-18,2022-06-18
14696,4962,2021-08-02,2022-08-02
14697,4964,2021-09-05,2022-09-05
14698,4965,2021-12-27,2022-12-27
14699,4966,2021-05-12,2022-05-12
14700,4967,2021-09-13,2022-09-13
14701,4968,2021-02-16,2022-02-16
14702,4969,2021-10-28,2022-10-28
14703,4970,2021-09-26,2022-09-26
14704,4971,2021-09-20,2022-09-20
14705,4972,2021-01-20,2022-01-20
14706,4973,2021-09-14,2022-09-14
14707,4974,2021-04-06,2022-04-06
14708,4975,2021-12-20,2022-12-20
14709,4976,2021-08-21,2022-08-21
